CODE,DESCRIPTION,CATEGORY
T470X3A,"Poisoning by histamine H2-receptor blockers, assault, init","Injury, Poisoning & External Causes"
T470X3D,"Poisoning by histamine H2-receptor blockers, assault, subs","Injury, Poisoning & External Causes"
T470X3S,"Poisn by histamine H2-receptor blockers, assault, sequela","Injury, Poisoning & External Causes"
T470X4A,"Poisoning by histamine H2-receptor blockers, undet, init","Injury, Poisoning & External Causes"
T470X4D,"Poisoning by histamine H2-receptor blockers, undet, subs","Injury, Poisoning & External Causes"
T470X4S,"Poisoning by histamine H2-receptor blockers, undet, sequela","Injury, Poisoning & External Causes"
T470X5A,"Adverse effect of histamine H2-receptor blockers, init","Injury, Poisoning & External Causes"
T470X5D,"Adverse effect of histamine H2-receptor blockers, subs","Injury, Poisoning & External Causes"
T470X5S,"Adverse effect of histamine H2-receptor blockers, sequela","Injury, Poisoning & External Causes"
T470X6A,"Underdosing of histamine H2-receptor blockers, init encntr","Injury, Poisoning & External Causes"
T470X6D,"Underdosing of histamine H2-receptor blockers, subs encntr","Injury, Poisoning & External Causes"
T470X6S,"Underdosing of histamine H2-receptor blockers, sequela","Injury, Poisoning & External Causes"
T471X1A,"Poisn by oth antacids and anti-gstrc-sec drugs, acc, init","Injury, Poisoning & External Causes"
T471X1D,"Poisn by oth antacids and anti-gstrc-sec drugs, acc, subs","Injury, Poisoning & External Causes"
T471X1S,"Poisn by oth antacids and anti-gstrc-sec drugs, acc, sqla","Injury, Poisoning & External Causes"
T471X2A,"Poisn by oth antacids & anti-gstrc-sec drugs, slf-hrm, init","Injury, Poisoning & External Causes"
T471X2D,"Poisn by oth antacids & anti-gstrc-sec drugs, slf-hrm, subs","Injury, Poisoning & External Causes"
T471X2S,"Poisn by oth antacids & anti-gstrc-sec drugs, slf-hrm, sqla","Injury, Poisoning & External Causes"
T471X3A,"Poisn by oth antacids and anti-gstrc-sec drugs, asslt, init","Injury, Poisoning & External Causes"
T471X3D,"Poisn by oth antacids and anti-gstrc-sec drugs, asslt, subs","Injury, Poisoning & External Causes"
T471X3S,"Poisn by oth antacids and anti-gstrc-sec drugs, asslt, sqla","Injury, Poisoning & External Causes"
T471X4A,"Poisn by oth antacids and anti-gstrc-sec drugs, undet, init","Injury, Poisoning & External Causes"
T471X4D,"Poisn by oth antacids and anti-gstrc-sec drugs, undet, subs","Injury, Poisoning & External Causes"
T471X4S,"Poisn by oth antacids and anti-gstrc-sec drugs, undet, sqla","Injury, Poisoning & External Causes"
T471X5A,"Adverse effect of antacids and anti-gstrc-sec drugs, init","Injury, Poisoning & External Causes"
T471X5D,"Adverse effect of antacids and anti-gstrc-sec drugs, subs","Injury, Poisoning & External Causes"
T471X5S,"Adverse effect of antacids and anti-gstrc-sec drugs, sequela","Injury, Poisoning & External Causes"
T471X6A,"Underdosing of antacids and anti-gstrc-sec drugs, init","Injury, Poisoning & External Causes"
T471X6D,"Underdosing of antacids and anti-gstrc-sec drugs, subs","Injury, Poisoning & External Causes"
T471X6S,"Underdosing of antacids and anti-gstrc-sec drugs, sequela","Injury, Poisoning & External Causes"
T472X1A,"Poisoning by stimulant laxatives, accidental, init","Injury, Poisoning & External Causes"
T472X1D,"Poisoning by stimulant laxatives, accidental, subs","Injury, Poisoning & External Causes"
T472X1S,"Poisoning by stimulant laxatives, accidental, sequela","Injury, Poisoning & External Causes"
T472X2A,"Poisoning by stimulant laxatives, self-harm, init","Injury, Poisoning & External Causes"
T472X2D,"Poisoning by stimulant laxatives, self-harm, subs","Injury, Poisoning & External Causes"
T472X2S,"Poisoning by stimulant laxatives, self-harm, sequela","Injury, Poisoning & External Causes"
T472X3A,"Poisoning by stimulant laxatives, assault, initial encounter","Injury, Poisoning & External Causes"
T472X3D,"Poisoning by stimulant laxatives, assault, subs encntr","Injury, Poisoning & External Causes"
T472X3S,"Poisoning by stimulant laxatives, assault, sequela","Injury, Poisoning & External Causes"
T472X4A,"Poisoning by stimulant laxatives, undetermined, init encntr","Injury, Poisoning & External Causes"
T472X4D,"Poisoning by stimulant laxatives, undetermined, subs encntr","Injury, Poisoning & External Causes"
T472X4S,"Poisoning by stimulant laxatives, undetermined, sequela","Injury, Poisoning & External Causes"
T472X5A,"Adverse effect of stimulant laxatives, initial encounter","Injury, Poisoning & External Causes"
T472X5D,"Adverse effect of stimulant laxatives, subsequent encounter","Injury, Poisoning & External Causes"
T472X5S,"Adverse effect of stimulant laxatives, sequela","Injury, Poisoning & External Causes"
T472X6A,"Underdosing of stimulant laxatives, initial encounter","Injury, Poisoning & External Causes"
T472X6D,"Underdosing of stimulant laxatives, subsequent encounter","Injury, Poisoning & External Causes"
T472X6S,"Underdosing of stimulant laxatives, sequela","Injury, Poisoning & External Causes"
T473X1A,"Poisoning by saline and osmotic laxatives, accidental, init","Injury, Poisoning & External Causes"
T473X1D,"Poisoning by saline and osmotic laxatives, accidental, subs","Injury, Poisoning & External Causes"
T473X1S,"Poisoning by saline and osmotic laxatives, acc, sequela","Injury, Poisoning & External Causes"
T473X2A,"Poisoning by saline and osmotic laxatives, self-harm, init","Injury, Poisoning & External Causes"
T473X2D,"Poisoning by saline and osmotic laxatives, self-harm, subs","Injury, Poisoning & External Causes"
T473X2S,"Poisoning by saline and osmotic laxtv, self-harm, sequela","Injury, Poisoning & External Causes"
T473X3A,"Poisoning by saline and osmotic laxatives, assault, init","Injury, Poisoning & External Causes"
T473X3D,"Poisoning by saline and osmotic laxatives, assault, subs","Injury, Poisoning & External Causes"
T473X3S,"Poisoning by saline and osmotic laxatives, assault, sequela","Injury, Poisoning & External Causes"
T473X4A,"Poisoning by saline and osmotic laxatives, undet, init","Injury, Poisoning & External Causes"
T473X4D,"Poisoning by saline and osmotic laxatives, undet, subs","Injury, Poisoning & External Causes"
T473X4S,"Poisoning by saline and osmotic laxatives, undet, sequela","Injury, Poisoning & External Causes"
T473X5A,"Adverse effect of saline and osmotic laxatives, init encntr","Injury, Poisoning & External Causes"
T473X5D,"Adverse effect of saline and osmotic laxatives, subs encntr","Injury, Poisoning & External Causes"
T473X5S,"Adverse effect of saline and osmotic laxatives, sequela","Injury, Poisoning & External Causes"
T473X6A,"Underdosing of saline and osmotic laxatives, init encntr","Injury, Poisoning & External Causes"
T473X6D,"Underdosing of saline and osmotic laxatives, subs encntr","Injury, Poisoning & External Causes"
T473X6S,"Underdosing of saline and osmotic laxatives, sequela","Injury, Poisoning & External Causes"
T474X1A,"Poisoning by oth laxatives, accidental (unintentional), init","Injury, Poisoning & External Causes"
T474X1D,"Poisoning by oth laxatives, accidental (unintentional), subs","Injury, Poisoning & External Causes"
T474X1S,"Poisoning by oth laxatives, accidental, sequela","Injury, Poisoning & External Causes"
T474X2A,"Poisoning by oth laxatives, intentional self-harm, init","Injury, Poisoning & External Causes"
T474X2D,"Poisoning by oth laxatives, intentional self-harm, subs","Injury, Poisoning & External Causes"
T474X2S,"Poisoning by other laxatives, intentional self-harm, sequela","Injury, Poisoning & External Causes"
T474X3A,"Poisoning by other laxatives, assault, initial encounter","Injury, Poisoning & External Causes"
T474X3D,"Poisoning by other laxatives, assault, subsequent encounter","Injury, Poisoning & External Causes"
T474X3S,"Poisoning by other laxatives, assault, sequela","Injury, Poisoning & External Causes"
T474X4A,"Poisoning by other laxatives, undetermined, init encntr","Injury, Poisoning & External Causes"
T474X4D,"Poisoning by other laxatives, undetermined, subs encntr","Injury, Poisoning & External Causes"
T474X4S,"Poisoning by other laxatives, undetermined, sequela","Injury, Poisoning & External Causes"
T474X5A,"Adverse effect of other laxatives, initial encounter","Injury, Poisoning & External Causes"
T474X5D,"Adverse effect of other laxatives, subsequent encounter","Injury, Poisoning & External Causes"
T474X5S,"Adverse effect of other laxatives, sequela","Injury, Poisoning & External Causes"
T474X6A,"Underdosing of other laxatives, initial encounter","Injury, Poisoning & External Causes"
T474X6D,"Underdosing of other laxatives, subsequent encounter","Injury, Poisoning & External Causes"
T474X6S,"Underdosing of other laxatives, sequela","Injury, Poisoning & External Causes"
T475X1A,"Poisoning by digestants, accidental (unintentional), init","Injury, Poisoning & External Causes"
T475X1D,"Poisoning by digestants, accidental (unintentional), subs","Injury, Poisoning & External Causes"
T475X1S,"Poisoning by digestants, accidental (unintentional), sequela","Injury, Poisoning & External Causes"
T475X2A,"Poisoning by digestants, intentional self-harm, init encntr","Injury, Poisoning & External Causes"
T475X2D,"Poisoning by digestants, intentional self-harm, subs encntr","Injury, Poisoning & External Causes"
T475X2S,"Poisoning by digestants, intentional self-harm, sequela","Injury, Poisoning & External Causes"
T475X3A,"Poisoning by digestants, assault, initial encounter","Injury, Poisoning & External Causes"
T475X3D,"Poisoning by digestants, assault, subsequent encounter","Injury, Poisoning & External Causes"
T475X3S,"Poisoning by digestants, assault, sequela","Injury, Poisoning & External Causes"
T475X4A,"Poisoning by digestants, undetermined, initial encounter","Injury, Poisoning & External Causes"
T475X4D,"Poisoning by digestants, undetermined, subsequent encounter","Injury, Poisoning & External Causes"
T475X4S,"Poisoning by digestants, undetermined, sequela","Injury, Poisoning & External Causes"
T475X5A,"Adverse effect of digestants, initial encounter","Injury, Poisoning & External Causes"
T475X5D,"Adverse effect of digestants, subsequent encounter","Injury, Poisoning & External Causes"
T475X5S,"Adverse effect of digestants, sequela","Injury, Poisoning & External Causes"
T475X6A,"Underdosing of digestants, initial encounter","Injury, Poisoning & External Causes"
T475X6D,"Underdosing of digestants, subsequent encounter","Injury, Poisoning & External Causes"
T475X6S,"Underdosing of digestants, sequela","Injury, Poisoning & External Causes"
T476X1A,"Poisoning by antidiarrheal drugs, accidental, init","Injury, Poisoning & External Causes"
T476X1D,"Poisoning by antidiarrheal drugs, accidental, subs","Injury, Poisoning & External Causes"
T476X1S,"Poisoning by antidiarrheal drugs, accidental, sequela","Injury, Poisoning & External Causes"
T476X2A,"Poisoning by antidiarrheal drugs, self-harm, init","Injury, Poisoning & External Causes"
T476X2D,"Poisoning by antidiarrheal drugs, self-harm, subs","Injury, Poisoning & External Causes"
T476X2S,"Poisoning by antidiarrheal drugs, self-harm, sequela","Injury, Poisoning & External Causes"
T476X3A,"Poisoning by antidiarrheal drugs, assault, initial encounter","Injury, Poisoning & External Causes"
T476X3D,"Poisoning by antidiarrheal drugs, assault, subs encntr","Injury, Poisoning & External Causes"
T476X3S,"Poisoning by antidiarrheal drugs, assault, sequela","Injury, Poisoning & External Causes"
T476X4A,"Poisoning by antidiarrheal drugs, undetermined, init encntr","Injury, Poisoning & External Causes"
T476X4D,"Poisoning by antidiarrheal drugs, undetermined, subs encntr","Injury, Poisoning & External Causes"
T476X4S,"Poisoning by antidiarrheal drugs, undetermined, sequela","Injury, Poisoning & External Causes"
T476X5A,"Adverse effect of antidiarrheal drugs, initial encounter","Injury, Poisoning & External Causes"
T476X5D,"Adverse effect of antidiarrheal drugs, subsequent encounter","Injury, Poisoning & External Causes"
T476X5S,"Adverse effect of antidiarrheal drugs, sequela","Injury, Poisoning & External Causes"
T476X6A,"Underdosing of antidiarrheal drugs, initial encounter","Injury, Poisoning & External Causes"
T476X6D,"Underdosing of antidiarrheal drugs, subsequent encounter","Injury, Poisoning & External Causes"
T476X6S,"Underdosing of antidiarrheal drugs, sequela","Injury, Poisoning & External Causes"
T477X1A,"Poisoning by emetics, accidental (unintentional), init","Injury, Poisoning & External Causes"
T477X1D,"Poisoning by emetics, accidental (unintentional), subs","Injury, Poisoning & External Causes"
T477X1S,"Poisoning by emetics, accidental (unintentional), sequela","Injury, Poisoning & External Causes"
T477X2A,"Poisoning by emetics, intentional self-harm, init encntr","Injury, Poisoning & External Causes"
T477X2D,"Poisoning by emetics, intentional self-harm, subs encntr","Injury, Poisoning & External Causes"
T477X2S,"Poisoning by emetics, intentional self-harm, sequela","Injury, Poisoning & External Causes"
T477X3A,"Poisoning by emetics, assault, initial encounter","Injury, Poisoning & External Causes"
T477X3D,"Poisoning by emetics, assault, subsequent encounter","Injury, Poisoning & External Causes"
T477X3S,"Poisoning by emetics, assault, sequela","Injury, Poisoning & External Causes"
T477X4A,"Poisoning by emetics, undetermined, initial encounter","Injury, Poisoning & External Causes"
T477X4D,"Poisoning by emetics, undetermined, subsequent encounter","Injury, Poisoning & External Causes"
T477X4S,"Poisoning by emetics, undetermined, sequela","Injury, Poisoning & External Causes"
T477X5A,"Adverse effect of emetics, initial encounter","Injury, Poisoning & External Causes"
T477X5D,"Adverse effect of emetics, subsequent encounter","Injury, Poisoning & External Causes"
T477X5S,"Adverse effect of emetics, sequela","Injury, Poisoning & External Causes"
T477X6A,"Underdosing of emetics, initial encounter","Injury, Poisoning & External Causes"
T477X6D,"Underdosing of emetics, subsequent encounter","Injury, Poisoning & External Causes"
T477X6S,"Underdosing of emetics, sequela","Injury, Poisoning & External Causes"
T478X1A,"Poisoning by oth agents aff GI sys, accidental, init","Injury, Poisoning & External Causes"
T478X1D,"Poisoning by oth agents aff GI sys, accidental, subs","Injury, Poisoning & External Causes"
T478X1S,"Poisoning by oth agents aff GI sys, accidental, sequela","Injury, Poisoning & External Causes"
T478X2A,"Poisoning by oth agents aff GI sys, self-harm, init","Injury, Poisoning & External Causes"
T478X2D,"Poisoning by oth agents aff GI sys, self-harm, subs","Injury, Poisoning & External Causes"
T478X2S,"Poisoning by oth agents aff GI sys, self-harm, sequela","Injury, Poisoning & External Causes"
T478X3A,"Poisoning by oth agents aff GI sys, assault, init","Injury, Poisoning & External Causes"
T478X3D,"Poisoning by oth agents aff GI sys, assault, subs","Injury, Poisoning & External Causes"
T478X3S,"Poisoning by oth agents aff GI sys, assault, sequela","Injury, Poisoning & External Causes"
T478X4A,"Poisoning by oth agents aff GI sys, undetermined, init","Injury, Poisoning & External Causes"
T478X4D,"Poisoning by oth agents aff GI sys, undetermined, subs","Injury, Poisoning & External Causes"
T478X4S,"Poisoning by oth agents aff GI sys, undetermined, sequela","Injury, Poisoning & External Causes"
T478X5A,"Adverse effect of agents primarily affecting GI sys, init","Injury, Poisoning & External Causes"
T478X5D,"Adverse effect of agents primarily affecting GI sys, subs","Injury, Poisoning & External Causes"
T478X5S,"Adverse effect of agents primarily affecting GI sys, sequela","Injury, Poisoning & External Causes"
T478X6A,"Underdosing of agents primarily affecting GI sys, init","Injury, Poisoning & External Causes"
T478X6D,"Underdosing of agents primarily affecting GI sys, subs","Injury, Poisoning & External Causes"
T478X6S,"Underdosing of agents primarily affecting GI sys, sequela","Injury, Poisoning & External Causes"
T4791XA,"Poisoning by unsp agents aff the GI sys, accidental, init","Injury, Poisoning & External Causes"
T4791XD,"Poisoning by unsp agents aff the GI sys, accidental, subs","Injury, Poisoning & External Causes"
T4791XS,"Poisoning by unsp agents aff the GI sys, acc, sequela","Injury, Poisoning & External Causes"
T4792XA,"Poisoning by unsp agents aff the GI sys, self-harm, init","Injury, Poisoning & External Causes"
T4792XD,"Poisoning by unsp agents aff the GI sys, self-harm, subs","Injury, Poisoning & External Causes"
T4792XS,"Poisoning by unsp agents aff the GI sys, self-harm, sequela","Injury, Poisoning & External Causes"
T4793XA,"Poisoning by unsp agents aff the GI sys, assault, init","Injury, Poisoning & External Causes"
T4793XD,"Poisoning by unsp agents aff the GI sys, assault, subs","Injury, Poisoning & External Causes"
T4793XS,"Poisoning by unsp agents aff the GI sys, assault, sequela","Injury, Poisoning & External Causes"
T4794XA,"Poisoning by unsp agents aff the GI sys, undetermined, init","Injury, Poisoning & External Causes"
T4794XD,"Poisoning by unsp agents aff the GI sys, undetermined, subs","Injury, Poisoning & External Causes"
T4794XS,"Poisoning by unsp agents aff the GI sys, undet, sequela","Injury, Poisoning & External Causes"
T4795XA,"Adverse effect of unsp agents aff the GI sys, init","Injury, Poisoning & External Causes"
T4795XD,"Adverse effect of unsp agents aff the GI sys, subs","Injury, Poisoning & External Causes"
T4795XS,"Adverse effect of unsp agents aff the GI sys, sequela","Injury, Poisoning & External Causes"
T4796XA,"Underdosing of unsp agents aff the GI sys, init","Injury, Poisoning & External Causes"
T4796XD,"Underdosing of unsp agents aff the GI sys, subs","Injury, Poisoning & External Causes"
T4796XS,"Underdosing of unsp agents aff the GI sys, sequela","Injury, Poisoning & External Causes"
T480X1A,"Poisoning by oxytocic drugs, accidental, init","Injury, Poisoning & External Causes"
T480X1D,"Poisoning by oxytocic drugs, accidental, subs","Injury, Poisoning & External Causes"
T480X1S,"Poisoning by oxytocic drugs, accidental, sequela","Injury, Poisoning & External Causes"
T480X2A,"Poisoning by oxytocic drugs, intentional self-harm, init","Injury, Poisoning & External Causes"
T480X2D,"Poisoning by oxytocic drugs, intentional self-harm, subs","Injury, Poisoning & External Causes"
T480X2S,"Poisoning by oxytocic drugs, intentional self-harm, sequela","Injury, Poisoning & External Causes"
T480X3A,"Poisoning by oxytocic drugs, assault, initial encounter","Injury, Poisoning & External Causes"
T480X3D,"Poisoning by oxytocic drugs, assault, subsequent encounter","Injury, Poisoning & External Causes"
T480X3S,"Poisoning by oxytocic drugs, assault, sequela","Injury, Poisoning & External Causes"
T480X4A,"Poisoning by oxytocic drugs, undetermined, initial encounter","Injury, Poisoning & External Causes"
T480X4D,"Poisoning by oxytocic drugs, undetermined, subs encntr","Injury, Poisoning & External Causes"
T480X4S,"Poisoning by oxytocic drugs, undetermined, sequela","Injury, Poisoning & External Causes"
T480X5A,"Adverse effect of oxytocic drugs, initial encounter","Injury, Poisoning & External Causes"
T480X5D,"Adverse effect of oxytocic drugs, subsequent encounter","Injury, Poisoning & External Causes"
T480X5S,"Adverse effect of oxytocic drugs, sequela","Injury, Poisoning & External Causes"
T480X6A,"Underdosing of oxytocic drugs, initial encounter","Injury, Poisoning & External Causes"
T480X6D,"Underdosing of oxytocic drugs, subsequent encounter","Injury, Poisoning & External Causes"
T480X6S,"Underdosing of oxytocic drugs, sequela","Injury, Poisoning & External Causes"
T481X1A,"Poisoning by skeletal muscle relaxants, accidental, init","Injury, Poisoning & External Causes"
T481X1D,"Poisoning by skeletal muscle relaxants, accidental, subs","Injury, Poisoning & External Causes"
T481X1S,"Poisoning by skeletal muscle relaxants, accidental, sequela","Injury, Poisoning & External Causes"
T481X2A,"Poisoning by skeletal muscle relaxants, self-harm, init","Injury, Poisoning & External Causes"
T481X2D,"Poisoning by skeletal muscle relaxants, self-harm, subs","Injury, Poisoning & External Causes"
T481X2S,"Poisoning by skeletal muscle relaxants, self-harm, sequela","Injury, Poisoning & External Causes"
T481X3A,"Poisoning by skeletal muscle relaxants, assault, init encntr","Injury, Poisoning & External Causes"
T481X3D,"Poisoning by skeletal muscle relaxants, assault, subs encntr","Injury, Poisoning & External Causes"
T481X3S,"Poisoning by skeletal muscle relaxants, assault, sequela","Injury, Poisoning & External Causes"
T481X4A,"Poisoning by skeletal muscle relaxants, undetermined, init","Injury, Poisoning & External Causes"
T481X4D,"Poisoning by skeletal muscle relaxants, undetermined, subs","Injury, Poisoning & External Causes"
T481X4S,"Poisoning by skeletal muscle relaxants, undet, sequela","Injury, Poisoning & External Causes"
T481X5A,"Adverse effect of skeletal muscle relaxants, init encntr","Injury, Poisoning & External Causes"
T481X5D,"Adverse effect of skeletal muscle relaxants, subs encntr","Injury, Poisoning & External Causes"
T481X5S,"Adverse effect of skeletal muscle relaxants, sequela","Injury, Poisoning & External Causes"
T481X6A,"Underdosing of skeletal muscle relaxants, initial encounter","Injury, Poisoning & External Causes"
T481X6D,"Underdosing of skeletal muscle relaxants, subs encntr","Injury, Poisoning & External Causes"
T481X6S,"Underdosing of skeletal muscle relaxants, sequela","Injury, Poisoning & External Causes"
T48201A,"Poisoning by unsp drugs acting on muscles, accidental, init","Injury, Poisoning & External Causes"
T48201D,"Poisoning by unsp drugs acting on muscles, accidental, subs","Injury, Poisoning & External Causes"
T48201S,"Poisoning by unsp drugs acting on muscles, acc, sequela","Injury, Poisoning & External Causes"
T48202A,"Poisoning by unsp drugs acting on muscles, self-harm, init","Injury, Poisoning & External Causes"
T48202D,"Poisoning by unsp drugs acting on muscles, self-harm, subs","Injury, Poisoning & External Causes"
T48202S,"Poisn by unsp drugs acting on muscles, self-harm, sequela","Injury, Poisoning & External Causes"
T48203A,"Poisoning by unsp drugs acting on muscles, assault, init","Injury, Poisoning & External Causes"
T48203D,"Poisoning by unsp drugs acting on muscles, assault, subs","Injury, Poisoning & External Causes"
T48203S,"Poisoning by unsp drugs acting on muscles, assault, sequela","Injury, Poisoning & External Causes"
T48204A,"Poisoning by unsp drugs acting on muscles, undet, init","Injury, Poisoning & External Causes"
T48204D,"Poisoning by unsp drugs acting on muscles, undet, subs","Injury, Poisoning & External Causes"
T48204S,"Poisoning by unsp drugs acting on muscles, undet, sequela","Injury, Poisoning & External Causes"
T48205A,"Adverse effect of unsp drugs acting on muscles, init encntr","Injury, Poisoning & External Causes"
T48205D,"Adverse effect of unsp drugs acting on muscles, subs encntr","Injury, Poisoning & External Causes"
T48205S,"Adverse effect of unsp drugs acting on muscles, sequela","Injury, Poisoning & External Causes"
T48206A,"Underdosing of unsp drugs acting on muscles, init encntr","Injury, Poisoning & External Causes"
T48206D,"Underdosing of unsp drugs acting on muscles, subs encntr","Injury, Poisoning & External Causes"
T48206S,"Underdosing of unspecified drugs acting on muscles, sequela","Injury, Poisoning & External Causes"
T48291A,"Poisoning by oth drugs acting on muscles, accidental, init","Injury, Poisoning & External Causes"
T48291D,"Poisoning by oth drugs acting on muscles, accidental, subs","Injury, Poisoning & External Causes"
T48291S,"Poisoning by oth drugs acting on muscles, acc, sequela","Injury, Poisoning & External Causes"
T48292A,"Poisoning by oth drugs acting on muscles, self-harm, init","Injury, Poisoning & External Causes"
T48292D,"Poisoning by oth drugs acting on muscles, self-harm, subs","Injury, Poisoning & External Causes"
T48292S,"Poisoning by oth drugs acting on muscles, self-harm, sequela","Injury, Poisoning & External Causes"
T48293A,"Poisoning by oth drugs acting on muscles, assault, init","Injury, Poisoning & External Causes"
T48293D,"Poisoning by oth drugs acting on muscles, assault, subs","Injury, Poisoning & External Causes"
T48293S,"Poisoning by other drugs acting on muscles, assault, sequela","Injury, Poisoning & External Causes"
T48294A,"Poisoning by oth drugs acting on muscles, undetermined, init","Injury, Poisoning & External Causes"
T48294D,"Poisoning by oth drugs acting on muscles, undetermined, subs","Injury, Poisoning & External Causes"
T48294S,"Poisoning by oth drugs acting on muscles, undet, sequela","Injury, Poisoning & External Causes"
T48295A,"Adverse effect of other drugs acting on muscles, init encntr","Injury, Poisoning & External Causes"
T48295D,"Adverse effect of other drugs acting on muscles, subs encntr","Injury, Poisoning & External Causes"
T48295S,"Adverse effect of other drugs acting on muscles, sequela","Injury, Poisoning & External Causes"
T48296A,"Underdosing of other drugs acting on muscles, init encntr","Injury, Poisoning & External Causes"
T48296D,"Underdosing of other drugs acting on muscles, subs encntr","Injury, Poisoning & External Causes"
T48296S,"Underdosing of other drugs acting on muscles, sequela","Injury, Poisoning & External Causes"
T483X1A,"Poisoning by antitussives, accidental (unintentional), init","Injury, Poisoning & External Causes"
T483X1D,"Poisoning by antitussives, accidental (unintentional), subs","Injury, Poisoning & External Causes"
T483X1S,"Poisoning by antitussives, accidental, sequela","Injury, Poisoning & External Causes"
T483X2A,"Poisoning by antitussives, intentional self-harm, init","Injury, Poisoning & External Causes"
T483X2D,"Poisoning by antitussives, intentional self-harm, subs","Injury, Poisoning & External Causes"
T483X2S,"Poisoning by antitussives, intentional self-harm, sequela","Injury, Poisoning & External Causes"
T483X3A,"Poisoning by antitussives, assault, initial encounter","Injury, Poisoning & External Causes"
T483X3D,"Poisoning by antitussives, assault, subsequent encounter","Injury, Poisoning & External Causes"
T483X3S,"Poisoning by antitussives, assault, sequela","Injury, Poisoning & External Causes"
T483X4A,"Poisoning by antitussives, undetermined, initial encounter","Injury, Poisoning & External Causes"
T483X4D,"Poisoning by antitussives, undetermined, subs encntr","Injury, Poisoning & External Causes"
T483X4S,"Poisoning by antitussives, undetermined, sequela","Injury, Poisoning & External Causes"
T483X5A,"Adverse effect of antitussives, initial encounter","Injury, Poisoning & External Causes"
T483X5D,"Adverse effect of antitussives, subsequent encounter","Injury, Poisoning & External Causes"
T483X5S,"Adverse effect of antitussives, sequela","Injury, Poisoning & External Causes"
T483X6A,"Underdosing of antitussives, initial encounter","Injury, Poisoning & External Causes"
T483X6D,"Underdosing of antitussives, subsequent encounter","Injury, Poisoning & External Causes"
T483X6S,"Underdosing of antitussives, sequela","Injury, Poisoning & External Causes"
T484X1A,"Poisoning by expectorants, accidental (unintentional), init","Injury, Poisoning & External Causes"
T484X1D,"Poisoning by expectorants, accidental (unintentional), subs","Injury, Poisoning & External Causes"
T484X1S,"Poisoning by expectorants, accidental, sequela","Injury, Poisoning & External Causes"
T484X2A,"Poisoning by expectorants, intentional self-harm, init","Injury, Poisoning & External Causes"
T484X2D,"Poisoning by expectorants, intentional self-harm, subs","Injury, Poisoning & External Causes"
T484X2S,"Poisoning by expectorants, intentional self-harm, sequela","Injury, Poisoning & External Causes"
T484X3A,"Poisoning by expectorants, assault, initial encounter","Injury, Poisoning & External Causes"
T484X3D,"Poisoning by expectorants, assault, subsequent encounter","Injury, Poisoning & External Causes"
T484X3S,"Poisoning by expectorants, assault, sequela","Injury, Poisoning & External Causes"
T484X4A,"Poisoning by expectorants, undetermined, initial encounter","Injury, Poisoning & External Causes"
T484X4D,"Poisoning by expectorants, undetermined, subs encntr","Injury, Poisoning & External Causes"
T484X4S,"Poisoning by expectorants, undetermined, sequela","Injury, Poisoning & External Causes"
T484X5A,"Adverse effect of expectorants, initial encounter","Injury, Poisoning & External Causes"
T484X5D,"Adverse effect of expectorants, subsequent encounter","Injury, Poisoning & External Causes"
T484X5S,"Adverse effect of expectorants, sequela","Injury, Poisoning & External Causes"
T484X6A,"Underdosing of expectorants, initial encounter","Injury, Poisoning & External Causes"
T484X6D,"Underdosing of expectorants, subsequent encounter","Injury, Poisoning & External Causes"
T484X6S,"Underdosing of expectorants, sequela","Injury, Poisoning & External Causes"
T485X1A,"Poisoning by oth anti-cmn-cold drugs, accidental, init","Injury, Poisoning & External Causes"
T485X1D,"Poisoning by oth anti-cmn-cold drugs, accidental, subs","Injury, Poisoning & External Causes"
T485X1S,"Poisoning by oth anti-cmn-cold drugs, accidental, sequela","Injury, Poisoning & External Causes"
T485X2A,"Poisoning by oth anti-common-cold drugs, self-harm, init","Injury, Poisoning & External Causes"
T485X2D,"Poisoning by oth anti-common-cold drugs, self-harm, subs","Injury, Poisoning & External Causes"
T485X2S,"Poisoning by oth anti-common-cold drugs, self-harm, sequela","Injury, Poisoning & External Causes"
T485X3A,"Poisoning by oth anti-common-cold drugs, assault, init","Injury, Poisoning & External Causes"
T485X3D,"Poisoning by oth anti-common-cold drugs, assault, subs","Injury, Poisoning & External Causes"
T485X3S,"Poisoning by other anti-common-cold drugs, assault, sequela","Injury, Poisoning & External Causes"
T485X4A,"Poisoning by oth anti-common-cold drugs, undetermined, init","Injury, Poisoning & External Causes"
T485X4D,"Poisoning by oth anti-common-cold drugs, undetermined, subs","Injury, Poisoning & External Causes"
T485X4S,"Poisoning by oth anti-cmn-cold drugs, undetermined, sequela","Injury, Poisoning & External Causes"
T485X5A,"Adverse effect of other anti-common-cold drugs, init encntr","Injury, Poisoning & External Causes"
T485X5D,"Adverse effect of other anti-common-cold drugs, subs encntr","Injury, Poisoning & External Causes"
T485X5S,"Adverse effect of other anti-common-cold drugs, sequela","Injury, Poisoning & External Causes"
T485X6A,"Underdosing of other anti-common-cold drugs, init encntr","Injury, Poisoning & External Causes"
T485X6D,"Underdosing of other anti-common-cold drugs, subs encntr","Injury, Poisoning & External Causes"
T485X6S,"Underdosing of other anti-common-cold drugs, sequela","Injury, Poisoning & External Causes"
T486X1A,"Poisoning by antiasthmatics, accidental, init","Injury, Poisoning & External Causes"
